#: table_doi: 10.17182/hepdata.90640.v1/t23
#: name: Statistical covariance matrix
#: description: Figure 8, statistical covariance matrix for normalized differential cross sections (note, the figure in the paper is for the corresponding correlation matrix)
#: data_file: statcov_normdiffxsec_AllVars.yaml
#: keyword cmenergies: 13000.0
#: keyword reactions: P P --> TOP TOPBAR X
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GEV],13000
Bin,Bin,Statistical covariance for all normalized differential cross section bins
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,-1.909069002e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,-4.669927428e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,3.784220541e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,6.528659193e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,-2.585866428e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,-1.148016877e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,7.883073405e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,6.804930211e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,-6.504686182e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,-8.433983071e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,-3.498981889e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,6.725001016e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,7.341662868e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,-5.854425947e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,-5.714710968e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,-5.486863109e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,-7.922538301e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,5.237607634e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,6.032731472e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,3.49115081e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,-7.187834345e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,-5.050058633e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,1.095854292e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,4.760192133e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,3.32637923e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,1.604541578e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,-3.227670955e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,-5.383688238e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,6.674352423e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,3.613694861e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,-6.215193386e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,-3.911420162e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,1.054883272e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,1.078770051e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,-3.655261185e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,-7.554658492e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,-6.330464372e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,-3.609902685e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,9.005735557e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,8.937923866e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,-2.486957429e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,-5.516334936e-06
$\cos\varphi$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,7.934605077e-07
$\cos\varphi$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,7.983099517e-07
$\cos\varphi$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,3.949529193e-07
$\cos\varphi$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,-6.410507884e-08
$\cos\varphi$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,-2.98657474e-07
$\cos\varphi$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,-1.623960826e-06
$\cos\varphi_{\mathrm{lab}}$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,3.425779002e-06
$\cos\varphi_{\mathrm{lab}}$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,1.206086823e-06
$\cos\varphi_{\mathrm{lab}}$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,5.357014399e-07
$\cos\varphi_{\mathrm{lab}}$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,1.211427076e-07
$\cos\varphi_{\mathrm{lab}}$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,-6.291556818e-07
$\cos\varphi_{\mathrm{lab}}$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,-4.659554291e-06
$|\Delta\phi_{\ell\ell}|$ bin 1,$\cos\theta_{2}^{r*}$ bin 6,-3.397699053e-07
$|\Delta\phi_{\ell\ell}|$ bin 2,$\cos\theta_{2}^{r*}$ bin 6,-1.107296653e-07
$|\Delta\phi_{\ell\ell}|$ bin 3,$\cos\theta_{2}^{r*}$ bin 6,-7.324890242e-07
$|\Delta\phi_{\ell\ell}|$ bin 4,$\cos\theta_{2}^{r*}$ bin 6,-5.725656889e-07
$|\Delta\phi_{\ell\ell}|$ bin 5,$\cos\theta_{2}^{r*}$ bin 6,1.020894752e-08
$|\Delta\phi_{\ell\ell}|$ bin 6,$\cos\theta_{2}^{r*}$ bin 6,1.745345336e-06
$\cos\theta_{1}^{k}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.241777965e-05
$\cos\theta_{1}^{k}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-8.052169007e-06
$\cos\theta_{1}^{k}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,8.154771625e-07
$\cos\theta_{1}^{k}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.779332368e-06
$\cos\theta_{1}^{k}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.235400971e-05
$\cos\theta_{1}^{k}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,8.952254269e-06
$\cos\theta_{2}^{k}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.42525144e-05
$\cos\theta_{2}^{k}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-9.545361167e-06
$\cos\theta_{2}^{k}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.450481505e-06
$\cos\theta_{2}^{k}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.577344615e-06
$\cos\theta_{2}^{k}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.184626342e-05
$\cos\theta_{2}^{k}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,7.265973295e-06
$\cos\theta_{1}^{r}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.42621358e-06
$\cos\theta_{1}^{r}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.797716914e-06
$\cos\theta_{1}^{r}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,4.916495307e-06
$\cos\theta_{1}^{r}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,5.321721015e-06
$\cos\theta_{1}^{r}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-7.865394452e-07
$\cos\theta_{1}^{r}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.227746383e-06
$\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.534910538e-06
$\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.82793165e-06
$\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,2.836985831e-06
$\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,5.973806427e-06
$\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.792464705e-07
$\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.1687036e-06
$\cos\theta_{1}^{n}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.165913849e-06
$\cos\theta_{1}^{n}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.123014806e-06
$\cos\theta_{1}^{n}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,4.439808361e-06
$\cos\theta_{1}^{n}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,4.184774454e-06
$\cos\theta_{1}^{n}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.97176776e-06
$\cos\theta_{1}^{n}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.363886401e-06
$\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.081656257e-06
$\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.051151135e-06
$\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,4.058722428e-06
$\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,4.463761911e-06
$\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.381714564e-06
$\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.007962383e-06
$\cos\theta_{1}^{k*}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.12873767e-05
$\cos\theta_{1}^{k*}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.061911944e-05
$\cos\theta_{1}^{k*}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-6.071327194e-09
$\cos\theta_{1}^{k*}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.066604565e-06
$\cos\theta_{1}^{k*}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-9.889863215e-06
$\cos\theta_{1}^{k*}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,8.161072721e-06
$\cos\theta_{2}^{k*}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,9.28503722e-06
$\cos\theta_{2}^{k*}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.084201115e-05
$\cos\theta_{2}^{k*}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.621166914e-06
$\cos\theta_{2}^{k*}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,2.160352854e-07
$\cos\theta_{2}^{k*}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.051949537e-05
$\cos\theta_{2}^{k*}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.02392671e-05
$\cos\theta_{1}^{r*}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.636812443e-06
$\cos\theta_{1}^{r*}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.876053097e-06
$\cos\theta_{1}^{r*}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,3.676153057e-06
$\cos\theta_{1}^{r*}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,6.155983966e-06
$\cos\theta_{1}^{r*}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.327789727e-06
$\cos\theta_{1}^{r*}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.991481756e-06
$\cos\theta_{2}^{r*}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.490870429e-06
$\cos\theta_{2}^{r*}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.304894637e-06
$\cos\theta_{2}^{r*}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,4.472381929e-06
$\cos\theta_{2}^{r*}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,3.923244101e-06
$\cos\theta_{2}^{r*}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.372292606e-06
$\cos\theta_{2}^{r*}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.227568358e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,3.658587013e-05
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-4.044783633e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.15486677e-05
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,6.064501933e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-5.997821112e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.059099616e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,2.790415955e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-4.089752073e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,3.730711087e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,3.66372386e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-4.178392248e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,5.946677794e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,2.201857454e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.077763069e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.43343683e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,5.192225285e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.322299716e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.476179041e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.985391373e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,5.444167921e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,3.1776621e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,2.325151188e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,8.745058686e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.936344575e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.869295396e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.595376253e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.362446566e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.932799908e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.590352524e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-3.611679855e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-6.15422296e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-9.869809621e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,1.204851055e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,9.480510821e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.059025023e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-4.535392237e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,5.375498054e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-8.065570406e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,9.388503989e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,8.615170844e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-8.929776328e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-1.06208308e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-2.016897827e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,5.391331011e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,2.855729088e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,2.977761655e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,-7.410070248e-07
